id,mode,answer_provider,answer_model_name,verifier_provider,verifier_model_name,predicted_letter,correct_letter,is_correct,hallucination_label,hallucination_reason
b6149b01-79a9-4d07-8cbc-828452b3906e,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
f0f91922-12fd-4213-871c-19e47532a6d6,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
3624dceb-9318-4aa7-add1-b4c2fbac3065,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
7b81cd07-3765-4f50-8b28-a88576f4223e,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
e845e625-845e-4d02-ab3f-e00f2284d62e,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
fb79561d-8beb-4a31-aaa5-9350e20b0caa,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
67add9f9-94b5-40b2-904d-fb4965fb8309,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
6bfe528d-3481-47e2-bc3d-d38c56b5f0cc,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,C,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified the carrier state. The question describes a patient who had Hepatitis B 3 months ago, has normal lab tests, but is still considered a carrier (not allowed to do surgery). This perfectly fits the definition of a 'convalescent carrier' – someone who has recovered clinically from the disease but continues to harbor and potentially transmit the pathogen. The model chose 'Inactive carrier,' which typically refers to a specific phase within *chronic* Hepatitis B infection characterized by low viral replication and normal liver enzymes, but it does not capture the 'post-acute recovery' aspect as precisely as 'convalescent carrier'. The model failed to make the correct inference regarding the specific type of carrier state described in the scenario, misinterpreting the 'normal laboratory tests' to imply 'inactive' rather than 'convalescent' in the context of recent recovery.""
}
```"
26a782ca-42b0-441b-a24f-3a368f66727c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
641f160f-eef0-4b8c-9cb8-3241d2d63173,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,D,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model chose 'Increasing prothrombin time' (C) as the most important prognostic factor for death, which the gold explanation explicitly states is 'not predictive of post transplant survival'. The correct answer, 'Gram (–)ve sepsis' (D), is supported by the gold explanation listing 'Sepsis' as a 'Poor prognostic factor for mortality'. The model's chosen option is medically incorrect according to the provided information.""
}
```"
3a13e9bb-48ab-46c1-9d50-e1612840d922,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,C,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model chose PPH, which is a common cause of shock after delivery and not factually incorrect in itself. However, the gold explanation highlights that in the absence of specific details like antecedent excessive blood loss (for PPH), convulsions (for eclampsia), or respiratory distress (for amniotic fluid embolism), uterine inversion is the most likely cause, especially given its characteristic of shock being out of proportion to bleeding and being a diagnosis for 'unexplained postpartum collapse'. The model failed to make this nuanced inference and distinction based on the limited information provided and the specific diagnostic criteria for uterine inversion, instead opting for a generally plausible but less precise answer in this context.""
}
```"
9bad2095-2dd9-4485-946a-4ef51d16e8a4,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
86da0aa9-4ee5-4d2d-909b-e40e20b97d1c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,B,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The question asks which statement is 'not true regarding myelopathy'. The model chose option A, 'Sensory loss of facial area'. This statement is indeed not true regarding myelopathy, as facial sensation is mediated by cranial nerves (brainstem), not the spinal cord. However, the correct option is B, 'Brisk jaw jerk', which is also not true regarding myelopathy (it indicates a supranuclear lesion above the mid-pons, not a spinal cord lesion). The model's error is not a factual misunderstanding of option A itself (it correctly identified A as 'not true' for myelopathy). Instead, it failed to make the correct distinction or comparison between options A and B, both of which fit the 'not true' criterion, leading it to select the incorrect option despite its factual accuracy regarding option A's relationship to myelopathy. This indicates an incorrect inference or distinction in selecting the intended correct answer.""
}
```"
ddb3f2a6-295a-4d4b-8478-5c15049b62a8,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,A,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model chose 'Srivastava committee', which is known for recommending a shorter duration course (e.g., 2.5-3 years) for health professionals to serve in rural areas. This concept is semantically very close to the '3-year bachelor degree in medical education for rural health service' mentioned in the question. The error lies in failing to distinguish between the Srivastava committee and the 'High level expe group of universal health program for india' as the specific committee intended by the question, rather than a complete factual inaccuracy about the Srivastava committee's recommendations.""
}
```"
7697c864-514c-4a73-8ce4-ea6cf0d0b651,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,D,False,REASONING_FAILURE,"```json
{
 ""label"": """",
 ""reason"": ""The model correctly identified two components of the sequential arrangement of fetal scans (Anomalous Scan and NT scan) which are medically accurate. However, it failed to infer that 'All' the listed options (Growth scan, Triple marker, Anomalous Scan, and NT scan) are part of the sequential arrangement, thus choosing a partially correct option instead of the most comprehensive and correct answer available. This indicates an incorrect inference or comparison between the options rather than a factual error within the chosen option itself.""
}
```"
9a3940ff-8c7a-492c-86d4-259c47cef675,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,D,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified Kocher's incision as a muscle-splitting incision. Kocher's incision is a subcostal incision that involves cutting through the rectus abdominis and other abdominal wall muscles, making it a muscle-cutting incision, not muscle-splitting. Lanz incision, the correct answer, is explicitly described as a muscle-splitting incision.""
}
```"
98ae0eca-84e2-4b3c-95e3-2920fafef1e8,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
5ce754b8-b358-4270-9bd1-8828700a19b1,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,B,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model chose option C ('less than 45 degrees') as appropriate for scaling and root planing. According to the gold explanation, 'less than 45 degrees' is an incorrect angulation for this procedure, making the model's answer medically and factually wrong.""
}
```"
849b1909-c988-4d0b-8eaf-a716707cbe97,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
07d58883-b752-4898-ab70-a1df892ef7bd,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
66b9ec80-bfe0-485a-89ae-42e666aab572,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,C,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model chose 'Russet's periodontal index' (likely a typo for Russell's Periodontal Index), which is a real dental index that reflects cumulative periodontal damage. However, the correct answer is 'PMA (Massler and Schlour)', which is specifically known and often referred to as a cumulative index for gingival inflammation. Both are dental indices that measure disease extent, making them semantically close. The model failed to make the correct distinction or inference about which specific index is the intended 'Cumulative index' in this context.""
}
```"
0e46082c-1abc-4330-a12d-6948554559a2,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,C,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The question asks about cells associated with 'villi', which are structures of the small intestine. The model incorrectly chose 'Chief cells', which are found in the stomach and are not associated with small intestinal villi. This represents a fundamental factual error regarding the anatomical location of these cell types.""
}
```"
360f90ec-189e-464a-a60d-ed9d9bda46ef,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
ee55a9bc-62bb-4952-957a-1902ff5b4376,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
06cab4ad-fb49-4daa-92db-5ee3529af02f,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
783df438-362f-4ab5-a8b3-11ea2bfb2af7,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
fe85c6e7-2064-4045-b348-57a9eb2bc6b4,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,B,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The patient presents with symptoms of a salt-wasting crisis due to Congenital Adrenal Hyperplasia (CAH), characterized by hyponatremia, hyperkalemia, and hypotension. The correct management involves hydrocortisone to replace deficient cortisol and aldosterone. Spironolactone, an aldosterone antagonist, would worsen the hyperkalemia and hyponatremia by blocking the effects of the already deficient aldosterone, making it a medically incorrect and harmful choice for this condition.""
}
```"
87f6392c-b727-4e7d-be12-189db181fd2b,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
c2b29a6c-e501-4532-97ad-62934778db2a,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
1bf69f9a-987c-48fc-9356-d62d2148c3a6,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
1482f619-ffc5-4773-b48e-995421bcab06,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
0e7917ea-310b-4477-9897-f4901f728448,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
eaf9a948-8b99-4522-a75d-7649ecd0e3f7,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,D,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The patient presents with acute symptoms of prostatitis (fever, chills, dysuria). The immediate next best step is to treat the acute infection with antibiotics and admit the patient for monitoring. Repeating PSA is medically inappropriate in the setting of acute infection, as PSA levels are elevated due to inflammation and are unreliable for prostate cancer screening/diagnosis until the infection has resolved. The model's choice demonstrates a fundamental misunderstanding of acute medical management and the interpretation of PSA in this context, making it a medically incorrect action.""
}
```"
133b6b41-ac32-4d94-b0c8-9004aa2214f4,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,C,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified the structure marked with the arrow. Secretory vesicles and Rough Endoplasmic Reticulum are distinct cellular organelles with different morphologies and primary functions, representing a direct factual misidentification rather than a subtle inference or distinction error.""
}
```"
a570d3c3-865a-41b6-8e21-dccbf7feec4c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
7627eb54-4499-45d0-ba1f-1c8dbc6f2342,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
57eb90ac-1025-4763-b6c0-ff5581ef2126,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
890982b8-3906-44be-aff1-437a7c6c373d,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
069b7516-54c4-4e5d-acf7-a7c92fdd2a01,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
e872c1fb-0521-4b18-bfbb-b60544b78a99,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
21af7233-ae6a-423c-ae71-9148212a37c3,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
1e94a9ca-55e4-4e9a-bf7b-cb2dc4ba2ab5,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
4b40c558-d6be-4683-ac70-b43beafccae3,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
d1d16eda-c34e-4492-bee4-1b8c4246daf3,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
732401b0-673b-4842-baed-ddd00626c561,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
87d8663f-e0cd-4766-87b7-5312dfc4cd62,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,B,False,REASONING_FAILURE,"```json
{
 ""label"": """",
 ""reason"": ""The gold explanation states that when the coefficient of thermal expansion of ceramic is much lower than that of metal, 'porcelain cracking or metal-ceramic bond failure can occur'. The model chose 'Cohesive failure of ceramic' (porcelain cracking), which is explicitly mentioned as a possible outcome in the gold explanation. Therefore, the model's answer is not factually incorrect. However, the correct answer is 'Adhesive failure of metal ceramic bond' (a type of metal-ceramic bond failure). The error is a reasoning failure because the model failed to make the correct distinction or inference between two plausible outcomes, both supported by the context, to select the intended correct answer.""
}
```"
685afed9-5dfa-4383-9001-50148cf6cb99,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,D,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model chose 'Premolar', which is factually correct as anti-monsoon curves are seen in premolars. However, the correct answer is 'All of the above' because this curve is also present in molars and anterior teeth. The model failed to make the correct inference to select the most comprehensive and correct option, indicating an incomplete understanding or an inability to generalize, rather than a direct factual falsehood.""
}
```"
bbd0ab20-0dce-48f8-ba8f-288d205feb3c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
4a36bb7a-a19f-4aba-82b3-6cd35fc3cbc0,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
4f5f8f0f-7956-4d71-b7ad-d29b76eda55f,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
f1f7b5b5-1446-4c3b-b863-6f933689cb95,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
e621e03f-d935-427f-a7a7-14f6f9a0efab,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
60e4c703-caf9-4e1c-a6d8-fcbaeae819d4,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
90481eeb-fa12-4a3d-8348-dd3f1758167c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
d2398cd6-b205-4fb3-a4c4-9e575662b0bf,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
aa32b0f3-dd63-455c-8de0-9fd429edfd20,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
5878356e-0dc4-4d11-81fe-765d78c6b593,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
4710c6bb-67b6-47ab-85e1-7cac22bd35cf,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,C,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model correctly identified one condition treated by the Bluegrass appliance (Tongue thrusting), which is factually correct. However, it failed to infer that the appliance treats *both* thumb sucking and tongue thrusting, thus missing the more comprehensive and correct option 'C) Both'. This indicates a failure in selecting the most complete answer based on the available options, rather than a factual inaccuracy.""
}
```"
92693be1-566d-490a-9ecb-bb5124769c74,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
0449cf80-87b3-4345-8c80-f007398c4fab,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
0c897b21-e2f5-4b70-ac40-edc59745a66c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
4f95b3a2-a4bd-4bbd-978c-4a560a17d67d,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
820b79a8-3eef-494b-a007-995db6b5258c,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
740f528e-5192-44dc-89a3-4e2a1249e3c6,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
729e5ae9-94b3-4aa0-be92-c64186ec1875,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
e726a65e-0874-481f-b20e-717b951a7b73,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
0190a0f3-416a-4d56-a172-7738b023fd28,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
f719334e-ac98-46bf-8b44-89f71994e233,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
94e49b87-631d-4d93-bdf8-e8e71ae04654,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
cfa28a58-dd1f-4852-b34f-d150a9fd9011,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,D,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified statement A ('Anti-venom is not effective in humpnosed pit viper bite') as a false statement. Medically, this statement is true, as polyvalent anti-snake venom is indeed ineffective against humpnosed pit viper (Hypnale) bites. The question asked for the false statement, indicating a factual misunderstanding of the effectiveness of antivenom for this specific snake bite.""
}
```"
262da3d5-8115-448d-9e82-625fca2aac59,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
f2ed694c-991d-40e5-a191-25c076168ea6,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
e7f023ea-2147-47d3-9f2a-61fb60a900be,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
8c2a3258-e79f-4872-9de3-a0abc701f711,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
17d49a43-a8cf-43c9-9c9e-70a42e741af1,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,A,False,REASONING_FAILURE,"```json
{
  ""label"": """",
  ""reason"": ""The model chose 'R III Reflex' (D), which is indeed an objective physiological response to noxious stimuli. However, the correct answer is 'Facial pain scale' (A). The error is not that the R III reflex is factually incorrect or unrelated to pain, but rather that the model failed to make the correct inference or distinction regarding what constitutes the 'best used method' for 'objective pain response' in the context of the question, leading it to select a physiologically objective reflex over a commonly used clinical assessment tool that relies on observable manifestations of pain.""
}
```"
b63d8163-5256-417b-8736-bc123eea66b1,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
efa0e92a-b11b-4c1c-a97d-8b4409430caa,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,B,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model chose 10 Lp/mm, which is an incorrect numerical value for the resolution of IOPA. The correct resolution is 16 Lp/mm.""
}
```"
d7a840fd-00b4-4980-a01a-4de04a73d18f,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
099ab3bb-253b-41e1-8250-c41d92781148,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
ba705377-5543-4350-8483-bf984e4ccf15,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
18796d06-7762-4185-b0ca-c1b527502073,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
29e07bd0-f864-4738-bdbc-491f1205287f,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,A,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model incorrectly identified the Vipeholm study. The Hopewood House study is the correct answer, as it specifically demonstrated that dental caries could be reduced by a sugar-restricted diet even in the presence of unfavorable oral hygiene, which directly matches the question's premise. The Vipeholm study focused on the impact of different forms and frequencies of sugar intake on caries, not on the benefits of sugar restriction under poor hygiene conditions.""
}
```"
8798d2af-fc67-4463-9098-f105b3f4b458,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
cc0d09f8-564d-4fe5-8b22-4b7d3e4ed586,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,D,False,FACTUAL_ERROR,"```json
{
  ""label"": """",
  ""reason"": ""The model's chosen option, 'Distal radius fracture,' is medically and factually incorrect as an answer to the question 'Most common tumor of lacrimal gland.' A distal radius fracture is a type of bone fracture, not a tumor, and has no relation to the lacrimal gland. The model's answer is fundamentally wrong for the question asked.""
}
```"
57d48689-dcbd-4e81-9ea9-d56b7f7eed2d,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
aadafd4c-cb37-460b-8e6f-28f42d01dd60,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
4a3f261b-cfd0-40f2-bac2-1337f2937591,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
0d96ee7c-7133-4d5a-becf-f9ad47582e54,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
c87fcef2-1b7d-44e2-85c0-618b956f675e,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
e881fcb0-a4f2-45ed-97cf-c53045f98e30,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
8254c1c7-9f97-4dae-96f6-d44661ff36cf,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
5988b3d1-c438-4d16-a887-979dac8bbd10,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
818e92da-69f5-41d8-a15a-f22c851140fb,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,C,C,True,,
b12749bc-ed37-4f12-9d45-029e1a0916b0,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
dd210467-68c5-4566-9cad-34e5ffa22bc9,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
0c240f5f-b2d4-4229-8a70-5c2bd42f2144,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,D,D,True,,
6167ceda-f896-4511-a570-ae19f725e1e7,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,B,B,True,,
fa39f24e-b6bf-43e6-8c00-8b1b5caf8c90,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
dd09ae12-8526-4766-bb41-af82b17c706f,no_rag,gemini,gemini-2.5-flash,gemini,gemini-2.5-flash,A,A,True,,
